,Varianta,Procent varianta,Procent cumulat
F1,2.4655134432954102,30.818918041192628,30.818918041192628
F2,2.3084893511766755,28.856116889708446,59.67503493090107
F3,0.7759841874511754,9.699802343139693,69.37483727404077
F4,0.7043617752017647,8.804522190022059,78.17935946406283
F5,0.6133621333123994,7.667026666404992,85.84638613046782
F6,0.11027962287309379,1.3784952859136723,87.22488141638149
F7,0.10275465882121126,1.2844332352651409,88.50931465164663
F8,0.0,0.0,88.50931465164663
