,Varianta,Procent varianta,Varianta cumulata,Procent cumulat
C1,4.584345795576502,57.3043224447062,4.584345795576502,57.3043224447062
C2,1.2199269928392085,15.249087410490086,5.804272788415711,72.55340985519629
C3,0.8310002630865162,10.387503288581438,6.635273051502227,82.94091314377773
C4,0.7334119372547613,9.167649215684504,7.368684988756988,92.10856235946224
C5,0.39477274922020195,4.934659365252518,7.76345773797719,97.04322172471475
C6,0.169472085293346,2.1184010661668227,7.932929823270536,99.16162279088158
C7,0.06661618576164728,0.8327023220205899,7.9995460090321835,99.99432511290217
C8,0.0004539909678263504,0.005674887097829372,8.00000000000001,100.0
